Influencer ID,Influencer Name,Username,Follower Count,Following Count,Total Posts,Average Likes per Post,Average Comments per Post,Engagement Rate (%),Post Type,Hashtags Used,Post Reach,Post Impressions,Story Views,Sponsorship Deals,Brand Collaborations,Country,Content Category,Verified Account,Monetization Status
INF4332,Emily Davis,sophia_wilson75,4280750,154,1080,160861,12268,4.04,Photo,"#music, #tech, #travel, #gaming",3313763,6274257,,8,6,India,Fashion,No,Inactive
INF3142,Sophia Wilson,ethan_white98,1190785,726,4814,48560,1980,4.24,Story,"#instagood, #gaming, #foodie",786011,1430796,374528,18,20,Italy,Tech,Yes,Inactive
INF2642,Sophia Wilson,michael_brown20,1957965,401,1609,53287,1722,2.81,Photo,"#music, #instagood",542085,784304,,6,31,India,Beauty,No,Active
INF1061,Sophia Wilson,olivia_taylor19,4503907,294,1415,119326,9712,2.87,Photo,"#beauty, #foodie",2514406,3605493,,8,31,USA,Beauty,No,Active
INF5911,Olivia Taylor,david_smith98,4764829,497,1251,111529,4768,2.44,Video,#gaming,1394678,2190925,,5,47,UK,Travel,No,Active
INF8018,Olivia Taylor,ethan_white60,591339,775,2362,23990,1370,4.29,Story,"#instagood, #beauty",349178,547942,195157,18,5,Italy,Photography,Yes,Active
INF3710,Sophia Wilson,daniel_martinez20,1337983,658,2222,45343,2341,3.56,Story,"#gaming, #instagood, #foodie, #fitness, #fashion",683992,1093597,442013,1,10,Japan,Gaming,No,Inactive
INF8623,Ethan White,olivia_taylor68,1727775,278,1685,86822,5861,5.36,Story,"#fashion, #fitness, #instagood, #beauty, #love",1190746,1435604,372590,19,11,Japan,Beauty,Yes,Active
INF1731,Sophia Wilson,isabella_thomas60,4072183,233,2981,381215,24107,9.95,Video,#music,2530782,4543293,,15,6,Germany,Travel,Yes,Active
INF8895,Emily Davis,sophia_wilson77,1798671,580,1765,67457,2232,3.87,Photo,"#gaming, #tech, #foodie",1315094,1978193,,0,39,USA,Fitness,Yes,Active
INF1769,Daniel Martinez,alice_johnson76,4176233,319,3559,78913,3397,1.97,Story,"#fashion, #foodie",1420322,2300947,498604,17,25,USA,Beauty,Yes,Active
INF2584,Olivia Taylor,daniel_martinez52,3418850,542,1362,55843,1543,1.68,Reel,"#tech, #beauty",2634773,4352491,,1,7,Brazil,Gaming,No,Active
INF5316,David Smith,james_anderson14,1343928,441,2042,59320,3503,4.67,Video,"#foodie, #gaming, #fitness",557374,854331,,20,15,Canada,Photography,No,Active
INF8796,Daniel Martinez,daniel_martinez10,3424666,107,1173,305178,21973,9.55,Reel,#instagood,1996731,2435173,,15,27,Brazil,Comedy,Yes,Active
INF5892,Emily Davis,ethan_white65,1457753,580,2135,38684,1226,2.74,Reel,#beauty,324261,479708,,19,11,India,Photography,Yes,Active
INF1899,Emily Davis,olivia_taylor22,4113217,599,406,124435,10759,3.29,Story,"#gaming, #foodie, #beauty, #love, #instagood",1503924,2228253,848522,20,36,Germany,Gaming,No,Inactive
INF1883,Daniel Martinez,isabella_thomas64,556476,261,2028,33773,2586,6.53,Reel,"#beauty, #instagood",178462,224375,,15,30,Australia,Fashion,Yes,Active
INF6860,James Anderson,ethan_white13,2564532,665,1501,171807,6389,6.95,Photo,"#foodie, #fitness",1051704,1456910,,8,31,India,Music,No,Inactive
INF3833,Ethan White,david_smith76,3103336,884,343,139906,9051,4.8,Story,#love,2195777,2638959,993299,16,20,Canada,Comedy,No,Active
INF2901,Sophia Wilson,emily_davis90,589724,612,2690,14395,873,2.59,Video,"#gaming, #beauty, #love",255181,482070,,12,3,Brazil,Fashion,Yes,Inactive
INF3221,Ethan White,james_anderson15,2398805,971,2066,80096,4940,3.54,Photo,"#foodie, #music",1086885,1985373,,0,23,Germany,Travel,Yes,Active
INF9931,Daniel Martinez,james_anderson71,4114275,947,3081,336814,19109,8.65,Reel,"#beauty, #instagood, #foodie, #love",1710375,3394222,,1,21,France,Fitness,No,Inactive
INF9075,Isabella Thomas,alice_johnson75,2338693,965,1314,209763,8420,9.33,Reel,"#love, #instagood, #beauty, #fashion, #fitness",844828,1188251,,10,45,Italy,Travel,No,Active
INF1869,Alice Johnson,sophia_wilson45,3861628,498,2869,42122,1944,1.14,Reel,"#fitness, #love, #fashion",1670411,3235574,,19,35,Canada,Fitness,No,Active
INF3226,Daniel Martinez,alice_johnson61,148897,375,4931,6485,371,4.6,Photo,"#travel, #fashion, #beauty, #foodie, #music",114281,187343,,6,3,Brazil,Food,Yes,Active
INF3639,Olivia Taylor,isabella_thomas42,2154539,754,4876,113144,8966,5.67,Story,"#music, #fashion, #foodie, #beauty",1318285,1716681,685240,11,23,Germany,Beauty,Yes,Inactive
INF1262,Olivia Taylor,daniel_martinez52,3320305,806,3145,186748,4414,5.76,Video,"#foodie, #love, #beauty, #fitness, #travel",1712612,3347584,,13,38,Germany,Comedy,Yes,Inactive
INF4523,James Anderson,emily_davis28,4186253,442,498,197256,17585,5.13,Video,"#foodie, #fashion, #love, #instagood",2659219,5145657,,7,49,Brazil,Beauty,Yes,Inactive
INF9017,Olivia Taylor,alice_johnson64,3337754,613,164,117154,10493,3.82,Video,"#tech, #instagood, #foodie, #fashion, #beauty",1573246,1984771,,13,14,Australia,Music,No,Active
INF3940,James Anderson,isabella_thomas66,953756,909,2460,19455,1941,2.24,Video,"#tech, #love, #foodie, #fashion, #beauty",744421,1052769,,2,1,USA,Travel,Yes,Inactive
INF3716,Daniel Martinez,james_anderson77,1337278,498,3375,65997,2677,5.14,Story,"#travel, #fashion",1032716,1409034,665432,12,9,USA,Travel,Yes,Active
INF5773,Isabella Thomas,daniel_martinez13,4735570,73,4079,91161,6785,2.07,Story,#instagood,2893936,4370217,1109040,19,44,Germany,Comedy,Yes,Inactive
INF4468,Ethan White,alice_johnson83,3357702,341,4435,315322,19864,9.98,Photo,"#gaming, #tech",2041761,3700783,,13,27,India,Gaming,No,Inactive
INF9863,Daniel Martinez,alice_johnson90,4563760,99,2846,276853,19268,6.49,Reel,"#love, #travel, #foodie, #fashion",3165335,5631713,,17,47,USA,Fashion,Yes,Active
INF4295,James Anderson,ethan_white97,589614,365,3870,34466,3122,6.38,Story,"#travel, #fashion",171155,293561,107876,16,38,Brazil,Photography,No,Inactive
INF2818,Daniel Martinez,james_anderson56,4877578,545,3711,318076,27615,7.09,Video,"#travel, #love, #tech",1513595,2162057,,14,47,Canada,Tech,Yes,Inactive
INF8205,Olivia Taylor,olivia_taylor93,633422,534,1992,61145,2194,10,Video,"#tech, #music",289686,355803,,17,41,India,Tech,Yes,Active
INF8166,Ethan White,david_smith22,1863563,66,2115,23861,1412,1.36,Photo,"#love, #tech, #music",1379646,2639656,,4,31,India,Beauty,Yes,Active
INF9473,Sophia Wilson,ethan_white62,80664,61,590,3766,172,4.88,Video,"#tech, #fitness, #beauty, #instagood, #foodie",27849,52413,,4,21,India,Beauty,Yes,Inactive
INF2315,James Anderson,michael_brown81,122601,329,2633,5575,159,4.68,Photo,"#beauty, #tech, #gaming, #instagood, #fashion",42747,69503,,11,39,Germany,Fitness,Yes,Active
INF6999,Ethan White,daniel_martinez38,3834244,692,2810,244944,10610,6.67,Reel,#foodie,2303287,4382783,,8,24,USA,Travel,No,Active
INF5239,Alice Johnson,emily_davis50,4425482,391,4814,428438,18680,10.1,Photo,"#music, #beauty, #foodie, #gaming, #fitness",3489541,4676937,,2,21,Italy,Music,No,Inactive
INF5230,Olivia Taylor,daniel_martinez96,3051141,729,4323,56991,1558,1.92,Video,#fashion,1401025,2096185,,0,1,Japan,Comedy,No,Active
INF7579,Sophia Wilson,james_anderson92,356687,511,1834,29440,1248,8.6,Photo,"#travel, #gaming, #instagood, #love, #foodie",277600,543351,,0,14,Australia,Fitness,Yes,Inactive
INF2147,Isabella Thomas,david_smith89,1675034,905,2767,11545,366,0.71,Photo,"#gaming, #travel, #beauty",590815,988858,,4,29,Australia,Tech,No,Inactive
INF4406,Michael Brown,daniel_martinez47,2650874,207,1279,46883,2881,1.88,Reel,"#fitness, #tech",1074489,1357905,,1,40,Canada,Fashion,No,Inactive
INF5894,Olivia Taylor,james_anderson74,4468389,191,389,279447,12633,6.54,Reel,"#fashion, #love",2943357,4016906,,10,38,USA,Fitness,No,Inactive
INF5322,Michael Brown,olivia_taylor79,1593381,254,4811,47751,1555,3.09,Story,"#instagood, #beauty, #tech",489167,653300,178316,10,36,Australia,Music,No,Inactive
INF1811,Alice Johnson,michael_brown69,3640532,966,2878,193492,4567,5.44,Photo,"#music, #instagood, #travel, #beauty",1487780,2673702,,16,12,France,Travel,Yes,Inactive
INF8954,Olivia Taylor,michael_brown20,3962774,519,2842,64179,2215,1.68,Video,"#music, #foodie, #tech, #gaming",1912814,3625424,,15,4,Germany,Gaming,No,Inactive
INF8944,David Smith,isabella_thomas44,2536638,86,2115,201713,15900,8.58,Photo,"#fashion, #music, #foodie",1241468,1607930,,10,2,Brazil,Music,No,Inactive
INF7862,David Smith,ethan_white13,973314,610,2496,37184,758,3.9,Video,"#beauty, #fashion, #fitness, #travel",681715,1338552,,0,30,Canada,Photography,No,Inactive
INF3077,Daniel Martinez,ethan_white15,228375,73,1482,10631,575,4.91,Photo,"#travel, #beauty, #gaming",106228,194088,,18,8,India,Gaming,No,Inactive
INF1722,Sophia Wilson,isabella_thomas40,2093361,66,1433,131398,5926,6.56,Photo,#foodie,1295392,1899672,,3,28,Germany,Beauty,No,Inactive
INF5829,Michael Brown,alice_johnson83,2516723,170,4446,98955,4388,4.11,Video,"#fashion, #gaming",918493,1300972,,3,2,USA,Fitness,Yes,Active
INF4579,Isabella Thomas,isabella_thomas61,1499842,183,666,45571,1070,3.11,Photo,"#fashion, #music, #fitness",1175559,1881510,,16,48,Australia,Gaming,No,Inactive
INF5229,Ethan White,michael_brown23,2641324,637,4070,27614,1572,1.1,Story,#travel,820728,1259657,467254,1,7,Germany,Gaming,No,Active
INF8390,Ethan White,daniel_martinez99,1459957,434,2496,125500,9445,9.24,Reel,"#fitness, #music, #travel, #foodie",570709,1005970,,20,34,Italy,Tech,Yes,Inactive
INF9773,James Anderson,alice_johnson53,3841149,366,1484,351853,17626,9.62,Photo,"#tech, #love, #travel, #foodie",2430109,4529503,,9,10,India,Gaming,Yes,Inactive
INF4526,Olivia Taylor,olivia_taylor32,3535013,727,4256,339222,31866,10.5,Story,#instagood,2781189,3936579,1625718,7,35,Japan,Tech,Yes,Active
INF8421,Daniel Martinez,daniel_martinez60,1982041,454,3648,57805,4465,3.14,Photo,"#foodie, #music, #travel, #instagood, #love",1316031,2193901,,14,7,USA,Music,No,Inactive
INF8451,Emily Davis,isabella_thomas65,4033625,924,3260,259269,13876,6.77,Reel,"#fashion, #instagood",2469959,3676826,,6,24,France,Fashion,Yes,Inactive
INF1868,Ethan White,james_anderson66,2220949,325,861,205248,8267,9.61,Story,"#foodie, #gaming, #fitness, #travel",1738246,2392384,639896,1,38,UK,Gaming,Yes,Inactive
INF3030,James Anderson,olivia_taylor53,1845369,588,2119,57929,2738,3.29,Video,"#tech, #fashion, #instagood",877222,1328109,,6,27,Brazil,Comedy,No,Active
INF9823,Alice Johnson,alice_johnson38,1497072,559,4284,89736,2520,6.16,Story,"#gaming, #beauty, #fitness",320961,426057,166258,8,31,France,Beauty,No,Inactive
INF8018,Olivia Taylor,isabella_thomas65,4306305,577,2151,252802,8042,6.06,Photo,"#fashion, #beauty, #gaming, #tech",2384305,2916893,,19,1,Japan,Tech,No,Active
INF8753,Daniel Martinez,olivia_taylor28,3389007,546,4580,83564,7169,2.68,Video,"#foodie, #gaming, #fitness, #fashion, #beauty",1092832,2157217,,1,18,Brazil,Travel,No,Active
INF2600,Emily Davis,daniel_martinez48,1228712,213,2299,66304,5046,5.81,Photo,"#fashion, #instagood, #gaming",813289,1045998,,19,31,Japan,Fitness,No,Inactive
INF6574,Isabella Thomas,alice_johnson97,706643,442,4590,68097,6514,10.56,Story,"#travel, #fashion, #fitness",226932,342983,118290,16,32,UK,Music,No,Active
INF5477,Isabella Thomas,david_smith71,78950,294,1278,7868,450,10.54,Story,#music,49038,91845,15642,16,27,Brazil,Gaming,No,Active
INF3657,Ethan White,sophia_wilson16,3397609,520,1420,211358,15760,6.68,Photo,"#travel, #love, #music, #foodie, #instagood",2146722,4060126,,6,0,India,Food,No,Inactive
INF5055,Olivia Taylor,isabella_thomas93,3131921,226,1362,283673,14890,9.53,Video,"#beauty, #foodie, #tech, #music",1275768,2549807,,20,46,Canada,Food,No,Active
INF2737,Isabella Thomas,ethan_white51,1166217,206,3006,112721,6735,10.24,Story,"#travel, #love, #tech",728597,1299242,266909,20,11,Japan,Fashion,Yes,Active
INF4962,Olivia Taylor,sophia_wilson16,3027573,368,2296,274444,21970,9.79,Story,#beauty,1896962,2870902,1034416,18,22,Italy,Photography,Yes,Active
INF4147,David Smith,ethan_white85,697689,639,2541,33745,2941,5.26,Reel,#travel,373764,587274,,9,40,Brazil,Food,Yes,Inactive
INF7569,Ethan White,emily_davis85,178470,726,3447,8831,522,5.24,Video,#tech,55728,88915,,12,35,Germany,Beauty,No,Active
INF2600,David Smith,david_smith48,2867627,160,301,40743,1690,1.48,Story,"#gaming, #fitness, #beauty, #love, #foodie",2022250,2448686,1390660,10,8,Brazil,Comedy,Yes,Inactive
INF1236,Alice Johnson,ethan_white22,2635112,282,2601,170569,10739,6.88,Video,"#foodie, #fitness, #beauty, #instagood",2046194,3101604,,4,43,USA,Music,Yes,Inactive
INF1656,Emily Davis,emily_davis32,3082523,734,1137,17021,1144,0.59,Video,"#fashion, #tech, #gaming, #music, #travel",2360218,3834176,,5,29,Germany,Music,No,Active
INF2920,Olivia Taylor,daniel_martinez44,2093466,708,4783,34300,1542,1.71,Video,"#love, #music, #fitness, #foodie, #beauty",1274563,2486953,,5,5,France,Music,No,Active
INF6510,Daniel Martinez,isabella_thomas87,3965845,838,873,328645,11010,8.56,Photo,"#tech, #music, #fitness",2108228,2796166,,12,26,Canada,Photography,Yes,Active
INF2394,James Anderson,james_anderson52,1255710,650,1857,19724,1810,1.71,Story,"#tech, #fashion, #travel, #foodie",675658,1173101,250073,1,2,Canada,Fitness,Yes,Inactive
INF7578,James Anderson,emily_davis85,4568711,423,3244,439144,16338,9.97,Photo,#love,1277861,2493721,,13,27,UK,Comedy,Yes,Inactive
INF6453,Olivia Taylor,alice_johnson67,2221029,478,728,12876,850,0.62,Reel,"#gaming, #travel, #love, #tech",688064,1280111,,12,37,India,Beauty,Yes,Active
INF1830,James Anderson,alice_johnson77,3482019,678,4415,330199,14880,9.91,Photo,"#travel, #gaming, #fitness, #music",2658768,4815844,,19,13,USA,Gaming,Yes,Inactive
INF9094,Michael Brown,daniel_martinez67,2305626,694,1811,212196,19624,10.05,Video,"#gaming, #beauty, #music, #instagood",1369574,2119361,,17,8,Brazil,Tech,No,Active
INF1083,Ethan White,sophia_wilson31,2904662,849,372,263773,20438,9.78,Video,"#fitness, #travel",880615,1179304,,1,33,Brazil,Tech,Yes,Active
INF8925,Alice Johnson,daniel_martinez23,4646816,268,3311,44606,1263,0.99,Photo,"#travel, #gaming, #foodie, #tech, #beauty",2353398,3018023,,19,22,Canada,Food,Yes,Active
INF1946,Ethan White,alice_johnson10,4187284,222,2740,79182,4776,2.01,Video,"#gaming, #fitness, #beauty",943038,1850662,,9,30,India,Comedy,No,Inactive
INF7503,Emily Davis,emily_davis28,2865718,66,1558,124165,4323,4.48,Story,"#love, #foodie, #fashion, #instagood",1350364,2109845,808124,18,1,UK,Fashion,No,Inactive
INF6344,James Anderson,michael_brown96,1125616,935,3398,90425,8746,8.81,Video,"#beauty, #fashion, #foodie, #travel",329758,522016,,1,19,Germany,Fitness,No,Active
INF2514,James Anderson,isabella_thomas43,3418910,334,1104,37098,1695,1.13,Photo,"#tech, #fashion, #instagood, #gaming",2338938,4543877,,6,27,Canada,Gaming,Yes,Inactive
INF2764,Michael Brown,daniel_martinez84,1822052,148,1687,65572,1756,3.7,Reel,"#fashion, #fitness, #instagood, #music",1164430,1917273,,13,12,Japan,Photography,Yes,Inactive
INF9617,David Smith,alice_johnson13,2329525,913,2773,182827,17359,8.59,Reel,"#tech, #fitness",1088015,1356026,,9,2,Japan,Food,No,Active
INF9514,Ethan White,emily_davis33,2495893,301,437,170078,9083,7.18,Video,"#gaming, #fashion, #music, #foodie, #tech",977709,1395616,,18,43,Brazil,Gaming,No,Active
INF4647,Sophia Wilson,sophia_wilson57,4804894,698,4972,182424,15117,4.11,Reel,"#music, #beauty, #travel, #fashion, #gaming",3336361,6218906,,17,42,Japan,Fashion,No,Inactive
INF6980,Michael Brown,ethan_white48,3485460,805,4152,242226,21020,7.55,Video,#music,820428,1514810,,10,0,USA,Tech,No,Inactive
INF7423,Olivia Taylor,olivia_taylor31,3173951,701,3695,205163,9020,6.75,Photo,"#fitness, #beauty, #instagood, #music, #foodie",1044401,1954985,,7,20,USA,Food,No,Inactive
INF7977,Alice Johnson,james_anderson65,2580975,484,1896,67095,6373,2.85,Video,"#fitness, #foodie, #gaming",1636150,2808196,,20,22,India,Food,No,Inactive
INF8718,Sophia Wilson,michael_brown29,996854,820,3222,16388,1218,1.77,Photo,"#foodie, #beauty",751683,1096657,,13,34,UK,Music,No,Active
INF7257,Daniel Martinez,james_anderson14,2182360,444,2664,123644,12127,6.22,Reel,"#love, #music, #fitness, #beauty",846818,1098657,,3,41,Germany,Tech,Yes,Active
INF8770,Daniel Martinez,james_anderson61,2150940,552,2804,153905,8473,7.55,Video,"#tech, #fitness, #foodie",633905,1156607,,19,31,Japan,Fitness,No,Inactive
INF3082,Emily Davis,ethan_white61,1892696,839,2347,129770,10150,7.39,Video,"#fashion, #instagood",507184,647249,,7,19,India,Travel,Yes,Active
INF1855,Daniel Martinez,david_smith19,2459562,626,3096,107391,8733,4.72,Video,#music,1600139,1949479,,14,21,France,Fitness,No,Inactive
INF5073,Alice Johnson,james_anderson91,4057665,71,4808,41339,2337,1.08,Story,"#beauty, #foodie, #music",1758494,3036068,1092884,19,45,USA,Food,Yes,Inactive
INF1665,Daniel Martinez,james_anderson23,4778742,696,359,296884,12156,6.47,Video,"#beauty, #music, #instagood, #fitness, #foodie",3043768,5359611,,9,48,USA,Food,No,Inactive
INF9023,Sophia Wilson,alice_johnson88,3429225,467,3943,119251,4817,3.62,Reel,"#love, #music, #fashion, #instagood, #fitness",1601062,2614876,,12,21,Brazil,Travel,No,Active
INF4533,Daniel Martinez,daniel_martinez41,306241,438,2355,8017,776,2.87,Video,#fashion,177612,311793,,16,33,Canada,Food,Yes,Active
INF6011,Sophia Wilson,david_smith94,267731,928,1990,16977,843,6.66,Video,#love,180101,349527,,18,5,India,Fashion,No,Active
INF5113,Ethan White,sophia_wilson37,236481,820,1454,9865,839,4.53,Video,"#fashion, #music",133746,264774,,17,39,USA,Fitness,Yes,Active
INF7920,Olivia Taylor,david_smith66,3223889,112,3840,265402,7449,8.46,Story,"#love, #foodie, #fashion, #instagood",2182628,3970767,1266949,11,46,Japan,Comedy,No,Active
INF6021,Alice Johnson,ethan_white50,3164758,354,3577,236506,15136,7.95,Reel,"#tech, #fashion",2391129,4529497,,20,42,India,Comedy,No,Active
INF6939,Isabella Thomas,emily_davis52,621758,996,2395,28237,1185,4.73,Reel,"#travel, #foodie, #music",422771,647889,,12,50,Japan,Music,Yes,Active
INF1690,Ethan White,daniel_martinez51,1754551,141,1754,100635,9149,6.26,Video,"#travel, #gaming, #instagood",397126,532182,,10,40,Australia,Food,No,Active
INF7297,Olivia Taylor,ethan_white39,3720401,274,4525,28673,2500,0.84,Story,#gaming,1759816,2921522,923157,16,20,Italy,Gaming,Yes,Inactive
INF1574,Daniel Martinez,daniel_martinez63,4099461,893,4030,230981,14292,5.98,Reel,"#beauty, #foodie, #instagood",3206700,5184238,,7,10,USA,Travel,No,Inactive
INF2094,Daniel Martinez,emily_davis25,3566384,54,1999,342106,18730,10.12,Reel,#music,1863162,3116022,,16,13,Canada,Gaming,Yes,Inactive
INF4992,Alice Johnson,olivia_taylor63,4666898,767,1089,48661,3338,1.11,Reel,"#foodie, #gaming, #tech, #travel, #love",3672468,5620149,,5,31,Brazil,Beauty,Yes,Active
INF3552,Daniel Martinez,emily_davis21,3466070,285,1568,332120,7650,9.8,Photo,#gaming,999146,1886863,,16,6,Germany,Music,No,Inactive
INF5005,Emily Davis,emily_davis47,4441869,212,673,405421,38095,9.98,Photo,#love,3070292,4710310,,17,24,France,Travel,No,Inactive
INF9294,Olivia Taylor,james_anderson13,3143396,377,3341,287574,11718,9.52,Story,"#gaming, #music, #instagood",737359,1116879,420973,20,44,Germany,Beauty,No,Inactive
INF6800,Michael Brown,isabella_thomas49,3676527,249,3019,36106,2246,1.04,Reel,"#fashion, #beauty, #foodie, #fitness, #tech",2427039,4275667,,2,24,Australia,Food,Yes,Inactive
INF2756,Sophia Wilson,isabella_thomas86,870829,567,2998,79883,1778,9.38,Video,"#instagood, #beauty, #foodie, #fitness",530144,997825,,18,39,UK,Beauty,Yes,Inactive
INF3783,Alice Johnson,daniel_martinez30,3542834,947,4271,130518,5255,3.83,Reel,#music,903343,1156065,,18,28,USA,Tech,Yes,Inactive
INF2807,David Smith,alice_johnson35,3789957,402,3512,361743,18461,10.03,Photo,"#fitness, #foodie, #instagood, #beauty, #fashion",836444,1249559,,3,29,Japan,Photography,Yes,Inactive
INF7251,Sophia Wilson,ethan_white19,3528690,53,707,82511,4006,2.45,Story,"#fitness, #tech, #beauty, #gaming",1260329,2491424,608806,15,3,Germany,Fitness,Yes,Active
INF1756,Michael Brown,alice_johnson25,3963217,838,1773,35442,880,0.92,Video,"#gaming, #instagood, #beauty",1435179,2484296,,1,0,France,Photography,No,Inactive
INF1524,James Anderson,david_smith57,1176944,157,1389,26347,2300,2.43,Photo,"#fitness, #love",725673,1159466,,12,12,Germany,Comedy,Yes,Active
INF3603,Ethan White,david_smith87,2557304,125,127,167128,10255,6.94,Story,"#fitness, #foodie, #love",1303780,2281691,682891,20,4,USA,Beauty,No,Inactive
INF5207,Ethan White,alice_johnson69,1339142,980,3871,121310,8409,9.69,Reel,"#fitness, #foodie",327983,482871,,16,44,Italy,Music,No,Inactive
INF3602,David Smith,david_smith60,2936443,138,3995,140777,8187,5.07,Video,"#foodie, #travel, #beauty, #instagood",1858271,2858296,,1,47,Italy,Comedy,Yes,Active
INF5608,James Anderson,isabella_thomas49,3373014,89,2236,288427,23216,9.24,Story,"#fashion, #fitness",1630604,2797868,837317,0,8,France,Gaming,Yes,Active
INF7563,Olivia Taylor,isabella_thomas24,2630621,549,3550,71377,4168,2.87,Story,"#music, #gaming, #foodie, #fitness",1940723,3826146,641465,9,36,UK,Photography,No,Inactive
INF7751,Sophia Wilson,james_anderson74,3952807,653,1070,372346,14516,9.79,Reel,#instagood,978992,1741191,,8,30,Germany,Music,No,Inactive
INF2492,Ethan White,michael_brown20,1093239,525,1525,15329,1501,1.54,Story,"#fashion, #foodie",265924,487725,130886,2,0,Australia,Tech,Yes,Inactive
INF8796,Daniel Martinez,emily_davis41,4784664,870,4606,392642,35422,8.95,Photo,"#fitness, #love, #foodie, #fashion, #music",1649224,2670624,,8,42,Italy,Tech,Yes,Inactive
INF6559,Isabella Thomas,ethan_white38,3275214,821,4164,309046,28513,10.31,Story,"#instagood, #fitness, #travel",1872945,3229118,613154,1,43,Germany,Beauty,No,Active
INF7742,David Smith,daniel_martinez38,1253288,369,2396,102389,8331,8.83,Photo,"#instagood, #tech, #music, #fitness, #love",571042,741617,,4,16,Germany,Fitness,No,Inactive
INF9295,Olivia Taylor,david_smith41,4708506,770,4292,447615,12003,9.76,Story,#foodie,3657471,4554237,2310148,4,22,UK,Fashion,Yes,Inactive
INF2048,David Smith,james_anderson48,4924867,190,190,105553,4277,2.23,Video,"#music, #tech, #gaming",1615770,3105490,,7,11,Canada,Travel,Yes,Inactive
INF8255,Emily Davis,emily_davis70,2670445,539,2048,246624,7534,9.52,Video,"#gaming, #travel, #fitness",846976,1051132,,1,38,Australia,Beauty,Yes,Active
INF8091,Olivia Taylor,emily_davis62,392013,142,4614,9258,564,2.51,Photo,"#foodie, #gaming, #fitness, #love, #music",162881,281490,,15,30,USA,Comedy,No,Active
INF4292,Ethan White,daniel_martinez59,1836877,776,2484,174588,15826,10.37,Photo,"#music, #instagood, #travel",626022,1043504,,12,0,Japan,Fashion,Yes,Inactive
INF5576,Alice Johnson,daniel_martinez98,2480749,873,2041,182922,15309,7.99,Reel,"#music, #instagood, #fitness",1782818,3362152,,15,18,India,Gaming,No,Active
INF3992,David Smith,david_smith18,3059735,430,4825,167876,10871,5.84,Photo,"#instagood, #fashion, #gaming, #beauty, #love",1012571,1541365,,3,33,Germany,Food,Yes,Inactive
INF2139,Daniel Martinez,daniel_martinez11,2176390,130,184,163094,14334,8.15,Photo,"#instagood, #tech, #fitness, #fashion, #beauty",836490,1178409,,12,18,UK,Music,No,Active
INF8008,Ethan White,alice_johnson10,1577020,80,1205,50622,3701,3.44,Reel,"#music, #gaming, #tech, #travel, #instagood",337057,652825,,7,46,India,Travel,No,Active
INF6610,Alice Johnson,alice_johnson29,137570,379,1519,9893,285,7.4,Photo,"#tech, #instagood, #foodie, #love",38575,74655,,9,15,Brazil,Gaming,No,Inactive
INF8605,Emily Davis,alice_johnson12,2042465,579,2951,136807,4159,6.9,Story,"#fashion, #instagood, #travel, #music, #beauty",627824,1019196,329357,1,39,Japan,Fashion,No,Inactive
INF8128,Alice Johnson,ethan_white50,568335,97,2775,26081,969,4.76,Photo,"#fashion, #tech",246533,468411,,3,1,Canada,Comedy,Yes,Inactive
INF6214,Ethan White,ethan_white87,4619776,508,970,210801,20330,5,Photo,"#instagood, #gaming, #music",1333257,2096478,,3,0,USA,Fitness,Yes,Active
INF7988,David Smith,james_anderson14,904174,817,4438,22516,685,2.57,Photo,"#instagood, #foodie, #love",203564,311375,,13,18,Brazil,Travel,No,Inactive
INF3811,Daniel Martinez,isabella_thomas86,2828806,135,507,194262,17482,7.49,Photo,"#music, #instagood, #beauty, #gaming",1392404,2212167,,13,47,Germany,Photography,Yes,Inactive
INF1522,Olivia Taylor,ethan_white13,3513120,654,1125,336387,16112,10.03,Video,#music,1852339,3175366,,20,24,Brazil,Gaming,No,Inactive
INF6263,Michael Brown,michael_brown30,227544,478,1796,17055,970,7.92,Story,"#fashion, #gaming, #music, #fitness",173278,222986,82041,10,39,Germany,Photography,No,Inactive
INF9077,James Anderson,daniel_martinez79,1065041,62,1511,17139,1114,1.71,Reel,"#gaming, #fitness",639293,973295,,10,28,Japan,Comedy,Yes,Inactive
INF8160,Isabella Thomas,james_anderson89,509122,650,4176,21702,1239,4.51,Video,"#gaming, #beauty",357092,519106,,19,47,Japan,Food,Yes,Active
INF6702,James Anderson,michael_brown89,4989482,487,3342,349710,17908,7.37,Photo,"#foodie, #music",1960688,3004174,,9,8,Canada,Gaming,Yes,Inactive
INF2549,James Anderson,daniel_martinez21,3207548,540,1521,78560,4551,2.59,Photo,"#foodie, #love",2227122,3139581,,15,28,Brazil,Tech,Yes,Inactive
INF1444,Alice Johnson,emily_davis69,798556,557,1259,28593,2671,3.92,Photo,"#foodie, #beauty, #instagood, #love, #fashion",224886,272332,,11,35,India,Travel,No,Active
INF3386,Daniel Martinez,james_anderson72,3211025,418,2838,241942,8131,7.79,Photo,"#love, #fashion, #tech, #travel",1886000,3453994,,2,11,Japan,Beauty,Yes,Inactive
INF4313,James Anderson,sophia_wilson92,2122249,1000,1326,56169,4177,2.84,Photo,"#music, #tech",690224,875460,,6,23,India,Music,Yes,Active
INF6022,Ethan White,ethan_white40,294057,782,3635,13454,740,4.83,Reel,#beauty,98658,192464,,14,47,Germany,Photography,No,Inactive
